Corpus Type: bow
Topic Count: 10

test_14826       0: 0.011031288537060  1: 0.009087114006357  2: 0.296597127729358  3: 0.000261173784137  4: 0.565423946660958  5: 0.038353065607001  6: 0.000261170834468  7: 0.000261143362920  8: 0.078462820081337  9: 0.000261149396405 
test_15055       0: 0.205887621237159  1: 0.268024395436446  2: 0.001075496400974  3: 0.347890935727775  4: 0.001075480385434  5: 0.001075473944145  6: 0.030874040390960  7: 0.001075467220860  8: 0.064385049129968  9: 0.078636040126281 

test_15056       0: 0.334670804890972  1: 0.002127853325346  2: 0.002127883671611  3: 0.002127817931637  4: 0.002127893905354  5: 0.207910990667731  6: 0.035914324101420  7: 0.002127793135673  8: 0.002128360290654  9: 0.408736278079603 

test_15060       0: 0.002083555836518  1: 0.002083791863388  2: 0.002083481287062  3: 0.981248060464456  4: 0.002083521470664  5: 0.002083519486357  6: 0.002083558318436  7: 0.002083472445193  8: 0.002083520365354  9: 0.002083518462572 

test_15061       0: 0.123577116320469  1: 0.003125894433639  2: 0.003125313010944  3: 0.483405013124413  4: 0.003125643845220  5: 0.003125259048266  6: 0.003126023313922  7: 0.003125307639203  8: 0.003125366084765  9: 0.371139063179160 

test_15062       0: 0.006667263501682  1: 0.006666840981666  2: 0.006666747525169  3: 0.006666844589430  4: 0.006666699683702  5: 0.006666701065167  6: 0.006667580990401  7: 0.006666732620573  8: 0.006666834788103  9: 0.939997754254108 

test_15063       0: 0.000213736454853  1: 0.019753982199909  2: 0.349376364925819  3: 0.326700836698245  4: 0.000213723219553  5: 0.229602978740706  6: 0.049774224443056  7: 0.002883056887124  8: 0.021267380627507  9: 0.000213715803228 

test_15065       0: 0.860170764188016  1: 0.001063893626198  2: 0.001063888193795  3: 0.001063879552074  4: 0.001063861332482  5: 0.001063859151412  6: 0.001063947594481  7: 0.001063871630914  8: 0.001063859891832  9: 0.131318174838796 

test_15067       0: 0.401948062949153  1: 0.004167419956168  2: 0.004166969722483  3: 0.004167716157025  4: 0.004166987698103  5: 0.004167131641622  6: 0.004167260635550  7: 0.004166844801793  8: 0.004166966812073  9: 0.564714639626030 

test_15069       0: 0.006668436609057  1: 0.625119343538844  2: 0.006668449862316  3: 0.006668339159661  4: 0.321536509969451  5: 0.006667516608034  6: 0.006667782217792  7: 0.006668267607851  8: 0.006668212095861  9: 0.006667142331134 

test_15070       0: 0.317897706193554  1: 0.009091400658338  2: 0.009091195085674  3: 0.009091056637385  4: 0.009090964839139  5: 0.009091028008276  6: 0.009091283500060  7: 0.009090958855996  8: 0.009090959515041  9: 0.609373446706537 

test_15074       0: 0.006667364215173  1: 0.006668504820416  2: 0.006667051096786  3: 0.289233581437487  4: 0.006666976109199  5: 0.006667099542631  6: 0.006668194818008  7: 0.006666682166964  8: 0.006667091397661  9: 0.657427454395675 

test_15077       0: 0.007143089376258  1: 0.007143097467041  2: 0.007142978550112  3: 0.180702121315477  4: 0.007142926702787  5: 0.007142948579009  6: 0.007143076262179  7: 0.007142983246950  8: 0.007142951548222  9: 0.762153826951965 

test_15078       0: 0.005883754827291  1: 0.005885172010681  2: 0.005883789257709  3: 0.005886504968764  4: 0.005882650406249  5: 0.005883314332397  6: 0.005884975869014  7: 0.005882615839010  8: 0.005886170352938  9: 0.947041052135947 

test_15079       0: 0.005264984506898  1: 0.005263430681148  2: 0.005264145857303  3: 0.005263295655747  4: 0.005263200777054  5: 0.005263291862847  6: 0.005263645455364  7: 0.005263294991164  8: 0.005263288533520  9: 0.952627421678955 

test_15082       0: 0.007143660352734  1: 0.007143402047153  2: 0.212846086985532  3: 0.007144466864535  4: 0.007143165492284  5: 0.007143460562016  6: 0.007144266550828  7: 0.007142987907502  8: 0.007145367478433  9: 0.730003135758982 

test_15090       0: 0.002779232498269  1: 0.002778509558411  2: 0.002777986570696  3: 0.045041857100683  4: 0.002777864183473  5: 0.002777958231007  6: 0.002778267662681  7: 0.002777868193448  8: 0.002777994491807  9: 0.932732461509526 

test_15091       0: 0.017245128651303  1: 0.512235590192926  2: 0.118988244447282  3: 0.110983589290536  4: 0.131527632547862  5: 0.000769469491341  6: 0.105942149660401  7: 0.000769386880555  8: 0.000769447445390  9: 0.000769361392405 

test_15092       0: 0.007692614031204  1: 0.007692505589654  2: 0.007692681321731  3: 0.007693337806337  4: 0.007693334017367  5: 0.007693057048473  6: 0.007693520638948  7: 0.007693583160063  8: 0.930760884188277  9: 0.007694482197944 

test_15093       0: 0.611402246871086  1: 0.001695327684151  2: 0.273979402768167  3: 0.060845838997384  4: 0.001695211802451  5: 0.001695325942187  6: 0.001695215241930  7: 0.001695531009046  8: 0.001695580944498  9: 0.043600318739101 

test_15094       0: 0.730785392856956  1: 0.001449409645525  2: 0.001449398934801  3: 0.001449372192424  4: 0.001449331767173  5: 0.001449437924026  6: 0.001449522663707  7: 0.001449410272521  8: 0.001449911199090  9: 0.257618812543778 

test_15095       0: 0.000637081653452  1: 0.000637030853061  2: 0.000637161035045  3: 0.390620111004476  4: 0.000637120207271  5: 0.355242335285228  6: 0.000637118604422  7: 0.098693310936309  8: 0.151621692508955  9: 0.000637037911781 

test_15096       0: 0.003030495094838  1: 0.003030666304737  2: 0.003030657003501  3: 0.003030817780073  4: 0.003030935123848  5: 0.003030793656946  6: 0.003031449602323  7: 0.003030588338388  8: 0.972723124106014  9: 0.003030472989332 

test_15097       0: 0.001471178456509  1: 0.001471018452164  2: 0.001470801391481  3: 0.001470888936820  4: 0.520721511979952  5: 0.001470802402683  6: 0.001470984409951  7: 0.403977878142320  8: 0.001470822701715  9: 0.065004113126404 

test_15103       0: 0.773335880512047  1: 0.014272368917279  2: 0.024267919986685  3: 0.000429248973982  4: 0.000429293726578  5: 0.000429342299106  6: 0.036598146277160  7: 0.060972762960408  8: 0.088835758216522  9: 0.000429278130232 

test_15104       0: 0.369252258534467  1: 0.003030569742344  2: 0.003030391672174  3: 0.003030404696782  4: 0.003030318994302  5: 0.003030859603528  6: 0.056205544185874  7: 0.003030481498168  8: 0.003030320454112  9: 0.553328850618249 

test_15106       0: 0.026279288760996  1: 0.000775320925513  2: 0.000775392791049  3: 0.000775355514762  4: 0.000775504824211  5: 0.354175211277234  6: 0.000775386049788  7: 0.614117798044786  8: 0.000775410734096  9: 0.000775331077564 

test_15107       0: 0.325101526821284  1: 0.001370226509021  2: 0.138040264194490  3: 0.459758564902508  4: 0.001370001315400  5: 0.001370189115950  6: 0.001370470763692  7: 0.001370047050027  8: 0.001370092387564  9: 0.068878616940063 

test_15109       0: 0.006667210837957  1: 0.006666924032376  2: 0.006666829280732  3: 0.006667794995642  4: 0.006676124417354  5: 0.006666884064199  6: 0.006667076680830  7: 0.006666855142261  8: 0.006667297785397  9: 0.939987002763252 

test_15110       0: 0.062360956176798  1: 0.094704175619599  2: 0.139926978611549  3: 0.074286848036413  4: 0.140161661120943  5: 0.304329594644682  6: 0.000833585302026  7: 0.000833479119558  8: 0.181729129338190  9: 0.000833592030242 

test_15111       0: 0.003571645484449  1: 0.003572411227056  2: 0.003571894117532  3: 0.806727579913979  4: 0.003572163726789  5: 0.164695852465962  6: 0.003572014351101  7: 0.003572203735375  8: 0.003572576576587  9: 0.003571658401171 

test_15112       0: 0.001031010666117  1: 0.001031114292920  2: 0.001031117639379  3: 0.001031140588085  4: 0.001031273428459  5: 0.771355711360515  6: 0.092526720567732  7: 0.128899580886719  8: 0.001031288421539  9: 0.001031042148534 

test_15118       0: 0.006666917110439  1: 0.006666914609583  2: 0.006666811092905  3: 0.181013577376095  4: 0.006666815271101  5: 0.006666833947715  6: 0.006666866336582  7: 0.006666914541544  8: 0.006666782337760  9: 0.765651567376275 

test_15119       0: 0.004545766175096  1: 0.139374842064546  2: 0.004545841219652  3: 0.509513051123683  4: 0.004545679254035  5: 0.004545809375734  6: 0.004545993283049  7: 0.004545806131487  8: 0.004546128990806  9: 0.319291082381913 

test_15120       0: 0.004545585349620  1: 0.004546038578628  2: 0.004545598688175  3: 0.263933741761724  4: 0.004545595563757  5: 0.004545597793234  6: 0.004545763196847  7: 0.004545563712497  8: 0.004545623233890  9: 0.699700892121628 

test_15121       0: 0.085000610613216  1: 0.661507879451504  2: 0.215555310760255  3: 0.000840609651911  4: 0.031347067239594  5: 0.000840484537809  6: 0.002386288071929  7: 0.000840484385125  8: 0.000840657149061  9: 0.000840608139597 

test_15122       0: 0.023881957447019  1: 0.001493020554232  2: 0.001492732668539  3: 0.695860409036596  4: 0.001492688478160  5: 0.269808280695170  6: 0.001492801319574  7: 0.001492740639322  8: 0.001492658192011  9: 0.001492710969377 

test_15124       0: 0.192790540267074  1: 0.552622972161430  2: 0.007692506581544  3: 0.007694314000610  4: 0.007693517511488  5: 0.007694502915769  6: 0.007694165653807  7: 0.200731530816314  8: 0.007692693265814  9: 0.007693256826150 

test_15126       0: 0.004348184236878  1: 0.004347947702345  2: 0.004348413318291  3: 0.004347953520740  4: 0.004348053676606  5: 0.004348660297419  6: 0.004348009876392  7: 0.004347895050250  8: 0.004347829692553  9: 0.960867052628527 

test_15128       0: 0.137572455556164  1: 0.505207681293860  2: 0.002127924167780  3: 0.187951034817773  4: 0.002127972145677  5: 0.002128078101603  6: 0.002128689650008  7: 0.156500342206192  8: 0.002127894837967  9: 0.002127927222977 

test_15129       0: 0.005000808306318  1: 0.005000956652820  2: 0.005001148841667  3: 0.005000917703454  4: 0.347994251445239  5: 0.005000901470919  6: 0.336578217539127  7: 0.280420401836256  8: 0.005001390828449  9: 0.005001005375750 

test_15130       0: 0.148974708504403  1: 0.002500141568629  2: 0.002500123158651  3: 0.002500070931593  4: 0.002500083169820  5: 0.002500084765551  6: 0.002501057536762  7: 0.002500159917525  8: 0.002500108165329  9: 0.831023462281737 

test_15132       0: 0.002083939994196  1: 0.002083717602856  2: 0.002083586148303  3: 0.002083626749987  4: 0.002083628565858  5: 0.002083555739822  6: 0.002083690328949  7: 0.981246783564066  8: 0.002083863256261  9: 0.002083608049703 

test_15136       0: 0.283537973156312  1: 0.002941656027262  2: 0.002941676897070  3: 0.002941568992355  4: 0.002941464730171  5: 0.002941723594438  6: 0.079062316189400  7: 0.002941341397975  8: 0.002941892748344  9: 0.616808386266673 

test_15138       0: 0.005000557834589  1: 0.005001204916292  2: 0.005000247117699  3: 0.517425222216530  4: 0.442570344562362  5: 0.005000412706156  6: 0.005000918707437  7: 0.005000221107981  8: 0.005000360267924  9: 0.005000510563029 

test_15141       0: 0.003125532248005  1: 0.003125381746759  2: 0.003125988830869  3: 0.003125331930719  4: 0.003125796662243  5: 0.003125586559943  6: 0.003125690985343  7: 0.003125409956363  8: 0.003126426949731  9: 0.971868854130025 

test_15144       0: 0.007143502035261  1: 0.007145149294183  2: 0.007142922286399  3: 0.080835316128686  4: 0.007142873204658  5: 0.007142967880549  6: 0.007143087456514  7: 0.007142963941317  8: 0.007144399346583  9: 0.862016818425849 

test_15145       0: 0.282548915229466  1: 0.001613366521244  2: 0.001613083171002  3: 0.061344891833653  4: 0.001612996887655  5: 0.020345046030761  6: 0.001613233482279  7: 0.001612998204180  8: 0.001613430483108  9: 0.626082038156652 

test_15146       0: 0.447354469052966  1: 0.204454558050908  2: 0.001786029440935  3: 0.001786063203485  4: 0.001786259345341  5: 0.001786013698921  6: 0.335688785547262  7: 0.001785932504153  8: 0.001786023209802  9: 0.001785865946226 

test_15149       0: 0.069011205726201  1: 0.612979658598073  2: 0.076294663342581  3: 0.096830602019325  4: 0.033927599462043  5: 0.022718138045175  6: 0.045036830686820  7: 0.000400122810172  8: 0.042401071351260  9: 0.000400107958350 

test_15152       0: 0.006252011292926  1: 0.006250115112305  2: 0.006250031173718  3: 0.145847051620468  4: 0.006250006390407  5: 0.006250014790559  6: 0.006250690492999  7: 0.006250005687878  8: 0.006250006009533  9: 0.804150067429207 

test_15153       0: 0.361595689572509  1: 0.006250157891149  2: 0.006250162648424  3: 0.152650568718592  4: 0.006250024813166  5: 0.006250083283522  6: 0.006250550903266  7: 0.006250144916241  8: 0.006250045651992  9: 0.442002571601139 

test_15154       0: 0.000478607857190  1: 0.000478580637002  2: 0.055128179247573  3: 0.000478588022006  4: 0.891522040568539  5: 0.017000197564987  6: 0.000478584037498  7: 0.000478560162950  8: 0.033478119513126  9: 0.000478542389131 

test_15156       0: 0.001176700468000  1: 0.001176691056763  2: 0.058797044103019  3: 0.919962553691765  4: 0.001176848591040  5: 0.001176693578547  6: 0.001176632644447  7: 0.001176748960035  8: 0.001176665903884  9: 0.013003421002500 

test_15157       0: 0.006250959597935  1: 0.006252607184009  2: 0.006250306105390  3: 0.006254215348544  4: 0.006252314704707  5: 0.006252717051381  6: 0.006250220168414  7: 0.006250263287705  8: 0.006250386368105  9: 0.943736010183810 

test_15161       0: 0.195983897355656  1: 0.001961457997622  2: 0.001961662745890  3: 0.393610904777222  4: 0.396675429079956  5: 0.001961392324310  6: 0.001961402244029  7: 0.001961419948744  8: 0.001961413246815  9: 0.001961020279756 

test_15162       0: 0.609331759652295  1: 0.001887147024190  2: 0.001887431147677  3: 0.033677573103982  4: 0.001886974819929  5: 0.001887123797243  6: 0.284021653924507  7: 0.061645324146212  8: 0.001887718447501  9: 0.001887293936464 

test_15171       0: 0.002041316529315  1: 0.002041378764531  2: 0.002041237815388  3: 0.002041302084911  4: 0.981628632484658  5: 0.002041293665792  6: 0.002041093876277  7: 0.002041153998389  8: 0.002041329756148  9: 0.002041261024590 

test_15172       0: 0.159359159524398  1: 0.007692365551690  2: 0.007693679406067  3: 0.281693138426856  4: 0.007692337267589  5: 0.007692450536933  6: 0.007692554079275  7: 0.007692341143652  8: 0.007692526764207  9: 0.505099447299333 

test_15175       0: 0.005557696838786  1: 0.005559957653610  2: 0.005555612211740  3: 0.005555828726143  4: 0.005555573738811  5: 0.005555608288415  6: 0.005555769262714  7: 0.005555619473167  8: 0.005555572718823  9: 0.949992761087792 

test_15179       0: 0.001538668939266  1: 0.001539149922137  2: 0.236298295060887  3: 0.101852828633673  4: 0.001538804184362  5: 0.178964444001814  6: 0.001539110398359  7: 0.045657666720278  8: 0.429532353338319  9: 0.001538678800905 

test_15180       0: 0.004167276653084  1: 0.004167044115962  2: 0.004166733957257  3: 0.004166794664278  4: 0.004166681888625  5: 0.004166722926266  6: 0.004166810535396  7: 0.004166734893949  8: 0.004166675129162  9: 0.962498525236021 

test_15185       0: 0.009091540568374  1: 0.009090916943891  2: 0.009090910998069  3: 0.009090917796737  4: 0.009090913180248  5: 0.009090912356249  6: 0.009095395707016  7: 0.009090911383938  8: 0.009090910784742  9: 0.918176670280737 

test_15188       0: 0.003334356855263  1: 0.003333394880269  2: 0.003333435798441  3: 0.003333391432580  4: 0.003333360506220  5: 0.003333374932615  6: 0.115162441780090  7: 0.003333438339162  8: 0.003333363023200  9: 0.858169442452160 

test_15189       0: 0.566999304222352  1: 0.060549591258285  2: 0.001136460219708  3: 0.001136462865081  4: 0.001136395600591  5: 0.001136412902407  6: 0.001136480777278  7: 0.001136405336911  8: 0.001136436724395  9: 0.364496050092991 

test_15190       0: 0.300005030159650  1: 0.002273333123379  2: 0.002273054194890  3: 0.046908042810088  4: 0.002272792700618  5: 0.002272896035469  6: 0.002272966302749  7: 0.002272981383299  8: 0.002272886187194  9: 0.637176017102664 

test_15193       0: 0.070559759681628  1: 0.001136708398153  2: 0.001136520029448  3: 0.001136503980981  4: 0.001136627516298  5: 0.234074145312150  6: 0.001136733928299  7: 0.001136574910239  8: 0.001136642665273  9: 0.687409783577531 

test_15194       0: 0.013249831045311  1: 0.094129068799218  2: 0.691376136526602  3: 0.016145433773540  4: 0.016939539648155  5: 0.000326884661282  6: 0.034089124711606  7: 0.037054223902370  8: 0.078155450405366  9: 0.018534306526551 

test_15197       0: 0.006250249229992  1: 0.006250237213331  2: 0.006250089343831  3: 0.006250876828670  4: 0.006250240425735  5: 0.006250140448713  6: 0.006251116097116  7: 0.006250091073393  8: 0.006250099347631  9: 0.943746859991588 

test_15198       0: 0.001818535082275  1: 0.001818426917264  2: 0.155841878748319  3: 0.001818442736761  4: 0.001818875754689  5: 0.829609906354538  6: 0.001818532955098  7: 0.001818629957229  8: 0.001818503168656  9: 0.001818268325170 

test_15200       0: 0.000934681010100  1: 0.000934784386762  2: 0.000934791290549  3: 0.000934971889950  4: 0.991587212422943  5: 0.000934802815183  6: 0.000934726215755  7: 0.000934658958578  8: 0.000934756637069  9: 0.000934614373110 

test_15204       0: 0.003448521144667  1: 0.003448981958517  2: 0.003448705608035  3: 0.003449517398444  4: 0.003449015182233  5: 0.161041783704822  6: 0.811367646578799  7: 0.003448813154778  8: 0.003448499570175  9: 0.003448515699530 

test_15205       0: 0.224369952953781  1: 0.002272922601550  2: 0.002272834595435  3: 0.002272822022416  4: 0.002272754184750  5: 0.002272777695533  6: 0.064900099779928  7: 0.002272782178644  8: 0.002272765796700  9: 0.694820288191265 
